poet,title,dynasty,text,polarity,split
刘克庄,中𡼢春祀二首,宋,少者游方老守闾独携鱼菽荐幽墟何时汝辈无行役岁岁为翁策蹇馿,Neutral,train
张耒,写情二首,宋,墙外谁家桃李开何由花下一徘徊先教飞絮传愁去却遣游丝取蕊来,Neutral,train
王冕,素梅五十八首,明,江北江南寒气重雪花如席蔽天来五更野叟敲门报屋外老梅连夜开,Implicit Positive,train
赵蕃,见梁检法书怀八绝句于广文尉曹处次韵,宋,傥欲昌身诗莫昌折腰也莫叹凄凉上书假传非无例慷慨相期入皂囊,Neutral,train
李流谦,挽秦国夫人,宋,鸾衿荣翠栝璇魄媚方流庆袭高华出贤供窈窕求,Implicit Positive,train
王建,别杨校书,唐,从军秣马十三年白发营中听早蝉故作老丞身不避县名昭应管山泉,Neutral,train
袁甫,耕乐诗四首,宋,优游无事只耕田顾我归耕子已先可但千仓良足乐不收一粒亦欣然,Implicit Positive,train
韦庄,残花,唐,江头沈醉泥斜晖却向花前恸哭归惆怅一年春又去碧云芳草两依依,Implicit Negative,train
白玉蟾,感咏十解寄呈杨安抚,宋,玉女鸣珂佩投壶不忆题刘安无复傲殿殿叩星扉,Neutral,train
王安石,芳草,宋,芳草知谁种缘阶已数丛无心与时竞何苦绿匆匆,Implicit Negative,train
陆游,自贻四首,宋,痴孙护雀雏馋仆放池鱼怀药问邻疾典衣收旧书,Neutral,train
杜牧,伤猿,唐,独折南园一朵梅重寻幽坎已生苔无端晚吹惊高树似袅长枝欲下来,Implicit Negative,train
刘才邵,试黄权笔为作三绝句,宋,八法森严得者稀管城还伴剡藤悲欲教霜兔魂无恨须写当时颜段碑,Neutral,train
张九成,忆天竺桂,宋,湖上北山天竺寺满山桂子月中秋黄英六出非凡种肯许天香过别州,Neutral,train
刘克庄,食早荔七首,宋,万株绛翠图难画一种甘滋味鲜知但见美如西子舌断无齼上玉环眉,Neutral,train
黄庭坚,从斌老乞苦笋,宋,南园苦笋味胜肉箨龙称冤莫采录烦君更致苍玉束明日风雨皆成竹,Neutral,train
刘过,挽张魏公,宋,背水未成韩信阵明星已陨武侯军平生一点不平气化作祝融峰上云,Implicit Negative,train
宋祁,蝉,宋,晓腹清呼饱露津本求仙蜕远嚣尘貂温范蜜非吾族枉共花冠托此身,Neutral,train
邓云霄,分水塘书怀二首,明,两水将分贮一塘潆回惜别恨偏长临流欲寄征人泪南浦阳关各渺茫,Implicit Negative,train
黄庭坚,赠刘静翁颂四首,宋,万缘空处真如佛八面风中不动尊困便横眠饥吃饭十方无壁又无门,Neutral,train
陆游,渡头,宋,苍桧丹枫古渡头小桥横处系孤舟范宽只恐今犹在写出山阴一片秋,Neutral,train
曹于汴,葵花,明,自白自黄还自红赏不加喜折不恫若教著意才倾日花若能言应笑侬,Implicit Positive,train
刘克庄,三月二十五日饮方校书园十绝,宋,伯兄乃汉司徒掾季子亦唐行秘书只愿荆花常烂熳莫令瓜蔓稍稀疎,Neutral,train
欧阳修,枨子,宋,嘉树团团俯可攀压枝秋实渐斓斑朱栏碧瓦清霜晓粲粲繁星绿叶间,Implicit Positive,train
牟巘,贾节庵冒夏暑越修涂过我苕霅情谊甚厚令闻古式无思大节不可复见而骨肉消息访问难真相对殆感慨不能为怀青灯夜语诵少陵夜阑更秉烛相对如梦寐之句意甚惘然其归也儿曹以此为韵赋诗道别余亦作焉衰老拙恶姑写我怀且以卜后期云尔,宋,一朝忽在眼喜极生悲酸老泪如撒菽泪尽气亦阑,Negative,train
韦应物,登楼,唐,兹楼日登眺流岁暗蹉跎坐厌淮南守秋山红树多,Implicit Negative,train
苏颂,次韵和丹阳裴如晦学士寄示与蔡子直陈述古唱酬五篇,宋,当年二邑弦歌洽所幸诸生簦蹻随此日毗陵流美化风流应似赞皇时,Implicit Positive,train
寇准,春日偶书,宋,柳岸花塘慵独赏闲门春尽阻闲游少年多故心先老却被人疑似白头,Implicit Negative,train
王安石,送王介学士知湖州,宋,吴兴太守美如何柳恽诗才未足多遥想郡人迎下担白蘋洲渚正沧波,Neutral,train
何景明,过先墓,明,愁摧断柳柳还稀泪洒残花花更飞一寸未忘游子线万年难觅老莱衣,Negative,train
唐舟,毕节妇诗,明,捐生节不负闺门女品寰中第一人佳誉只今传岭海伫看褒诏万年春,Implicit Positive,test
梅尧臣,夏园,宋,夏园甘果熟日觉树林稀休笑道傍李无人摘自肥,Neutral,train
王安石,进字说二首,宋,正名百物自轩辕野老何知强讨论但可与人漫醤瓿岂能令鬼哭黄昏,Neutral,train
李洪,周尧夫示秋怀诗然公方为贵恙所挠因以箴之,宋,伐性蛾眉贾祸长何如铅鼎养中央应怜剌剌出门语苦怨寥寥秋夕凉,Implicit Negative,train
蔡襄,题共乐亭,宋,层峦高与赤霄通节岁欢娱众庶同庭有美音非独乐会当炎暑自多风,Positive,train
宋祁,小荷,宋,踏溪分藕养新荷钿盖斜临瑟瑟波自是天姿不污著水深泥浊奈君何,Implicit Negative,test
冒襄,小秦淮曲,淸,何处能令客思消沿流出郭到红桥更无丽瞩堪娱悦随苑风光是柳条,Neutral,test
释函可,入山杂咏二十首,明,一饱欣欣乐有馀主人犹我我犹渠翻思二十年前事翠幙华堂是客居,Implicit Positive,train
张耒,失性,宋,失性摧颓君子鹤忘羞跳掷沐猴冠须知六合枭鸾杂供与閒人静处看,Implicit Negative,train
萨都剌,病起戏笔奉答御史王文休,元,江南倦客好清斋炼得身形瘦似梅不到清溪三四日藕花无数水中开,Neutral,test
王勃,始平晚（一作晓）息,唐,观阙长安近江山蜀路赊客行朝复夕无处是乡家,Implicit Negative,train
王安石,两生,宋,两生才器亦超群黑白何劳强自分好与骑奴同一处此时俱事卫将军,Neutral,train
陆游,二友,宋,剩储名酒待梅开凈扫虚窗候月来老子幽居得二友人间万事信悠哉,Neutral,train
邵雍,寄亳州秦伯镇兵部,宋,三川地正得中阳气入奇葩亦自王善识好花人不远好花无恡十分芳,Implicit Positive,train
朱淑真,窗西桃花盛开,宋,尽是刘郎手自栽刘郎去后几番开东君有意能相顾蛱蝶无情更不来,Implicit Negative,train
汪元量,湖州歌九十八首,宋,九重蕡烛照帘栊三殿乘舆去贺冬金面垂慈多喜色史官书瑞奏年丰,Positive,train
清世祖福临,圣母皇太后万寿诗,淸,璇宫晓色丽新晴庆祝无疆进寿觥乐事喜同春日永昌期常际泰阶平,Positive,train
文天祥,至福安第六十二,宋,握节汉臣回麻鞋见天子感激动四极壮士泪如雨,Neutral,train
白居易,读鄂公传,唐,高卧深居不见人功名斗薮似灰尘唯留一部清商乐月下风前伴老身,Neutral,train
陈宓,和翁子雅,宋,函丈论文仆屡更夜深相对眼偏青曾无取次人敲户祇有慇勤月到庭,Implicit Negative,test
苏轼,金门寺中见李西台与二钱唱和西绝句戏用其韵跋之,宋,帝城春日帽檐斜二陆初来尚忆家未肯将盐下莼菜已应知雪似杨花,Implicit Positive,train
王安石,送陈景初金陵持服举族贫病烦君药石之功,宋,举族贫兼病烦君药石功长安何日到一一问归鸿,Implicit Negative,train
元好问,辛亥寒食,元,寒食年年好今年迥不同秋千与花影并在月明中,Implicit Positive,train
刘过,闻莺,宋,东风扶日上花枝恰恰幽禽弄暖时百啭忽惊春梦破间关石上话相思,Implicit Negative,train
刘克庄,杂兴四首,宋,满城士女斗鲜妆无药能医一国狂犹有当年旧旗鼓溪头让与少年郎,Neutral,train
文天祥,发高沙,宋,晓发高沙卧一航平沙漠漠水茫茫舟人为指荒烟岸南北今年几战场,Implicit Negative,train
周文璞,寿星寺闻子规二首,宋,莫向空山恼病僧暮云台殿异乡人多时不识巴江路守著浓花哭过春,Implicit Negative,test
白居易,画木莲花图寄元郎中,唐,花房腻似红莲朵艳色鲜如紫牡丹唯有诗人能解爱丹青写出与君看,Implicit Positive,train
程公许,惜别五首,宋,珠树森森秀阮林高堂有母各欢心兰陔娱养时多暇勿遣平安阙嗣音,Implicit Negative,train
范成大,重阳不见菊二绝,宋,冷蕊萧疎蝶懒飞商量何日是花时重阳过后开无害只恐先生不赋诗,Neutral,train
杨万里,晚登浄远亭二首,宋,重阳才过便新寒去岁如今暑尚残云外雁来元不觉一声唤我举头看,Neutral,train
白居易,重阳日,唐,敬亭山外人归远峡石溪边水去斜茅屋老妻良酿酒东篱黄菊任开花,Implicit Positive,train
梁以壮,夜泊汾水闻邻舟琵琶,明,白头吟谱绝凄清半入空虚半入苹不怕聪明招嫉妒阿谁红豆赠卿卿,Neutral,train
李彭,醉中戏次师言韵兼简少逸,宋,愧乏金椎控颐手偷儿何苦向人来囊空四壁亦云静祇有丹铅勘玉杯,Neutral,train
杨万里,赠相士蓑衣道人杜需二首,宋,与子生疎有底仇谈间容易说封侯病身更遣冰山倚野鹤孤云也替愁,Implicit Negative,train
孙应时,奉和家大人将赴官舍留示及门之作,宋,大学成功在九年根牢干长到参天斯须废弃终身困稂莠从来易满田,Neutral,train
方回,至节前一日六首,宋,心情诗卷无佳句时节梅花有好枝较似后山更平澹一生爱诵石湖诗,Implicit Positive,train
杨万里,忧患感叹二首,宋,老去情怀已不胜愁边灾患更相仍胸中莫著伤心事东处销时西处生,Implicit Negative,test
释绍嵩,见张明府,宋,善政忻闻老父评甘棠不剪向来荣伫看孤洁成三考千古无人继盛名,Neutral,train
范成大,春日三首,宋,药栏花暖小猧眠雪白晴云水碧天煮酒青梅寒食过夕阳庭院锁鞦韆,Implicit Negative,train
陈尧佐,潮阳作,宋,静院莺啼竹幽阑蝶在花登临转惆怅斜日两三家,Implicit Negative,train
黄枚,曹仁宪谨荣寿五言截句,淸,高秋逢诞降晚节庆嘉誉共祝黄华酒登堂颂九如,Positive,test
朱淑真,湖上小集,宋,门前春水碧于天坐上诗人逸似仙白璧一双无玷缺吹箫归去又无缘,Neutral,train
陶益,赋成对客短述,明,平生性僻苦难任梦里徒吞五色禽作赋非才惭欲死长杨奚翅万黄金,Implicit Negative,train
刘克庄,九叠,宋,和靖终身欠孟光只留一鹤伴山房唐人未识花高致苦欲为渠聘海棠,Neutral,train
白居易,和杨六尚书喜两弟汉公转吴兴鲁士赐章服命宾开宴用庆恩荣赋长句见示,唐,华筵贺客日纷纷剑外欢娱洛下闻朱绂宠光新照地彤襜喜气远凌云,Positive,train
王安石,忆金陵三首,宋,追思陈迹故难忘翠木苍藤水一方闻说精庐今更好好随残汴理归艎,Neutral,train
李商隐,送王十三校书分司,唐,多少分曹掌秘文洛阳花雪梦随君定知何逊缘联句每到城东忆范云,Neutral,train
杨万里,和范至能参政寄二绝句,宋,梦中相见慰相思玉立长身漆点髭不遣紫宸朝补衮却教雪屋夜哦诗,Neutral,train
刘克庄,湘潭道中即事二首,宋,败絮龙钟拥病身十分寒事在湘滨若非野店黏官历不记今朝是立春,Implicit Negative,train
谭律,秋夜闻鹃,明,霜满头颅月满衣数声啼血上花枝长安路上多行客莫向愁中怨未归,Implicit Negative,test
苏轼,邵伯梵行寺山茶,宋,山茶相对阿谁栽细雨无人我独来说似与君君不会烂红如火雪中开,Neutral,train
岳珂,宫词一百首,宋,宝慈殿里百花香慈德宫前春昼长红伞龙舆尊圣瑞三宫同捧万年觞,Positive,train
许浑,湖上,唐,髣髴欲当三五夕万蝉清杂乱泉纹钓鱼船上一尊酒月出渡头零落云,Neutral,train
杜牧,送薛种游湖南,唐,贾傅松醪酒秋来美更香怜君片云思一去绕潇湘,Implicit Negative,train
白玉蟾,凤箫阁翫月,宋,画阁岿然百尺危吹来花片点春衣黄昏璧月溪心浴白昼银盘水面飞,Implicit Positive,test
欧阳修,滑州归鴈亭,宋,长河终岁足悲风亭古台荒半倚空惟有鴈归时最早柳含微绿杏粘红,Implicit Negative,train
苏轼,淮上早发,宋,澹月倾云晓角哀小风吹水碧鳞开此生定向江湖老默数淮中十往来,Implicit Negative,train
辛弃疾,游武夷作棹歌呈晦翁十首,宋,行尽桑麻九曲天更寻佳处可留连如今归棹如掤箭不似来时上水船,Neutral,train
元好问,台山杂吟,元,山云吞吐翠微中淡绿深青一万重此景只应天上有岂知身在妙高峰,Implicit Positive,train
黄庭坚,鄂州南楼书事四首,宋,武昌参佐幕中画我亦来追六月凉老子平生殊不浅诸君少住对胡床,Neutral,train
杨万里,走笔和张功父玉照堂十绝句,宋,年年春信遣人疑赚出诗人枉觅诗著意探梅偏不发月斜偶见一横枝,Neutral,test
白玉蟾,伤春词寄紫元,宋,幽人何事苦伤春春雨无端愁杀人不但幽人独愁怨江头多少柳眉颦,Implicit Negative,train
杨万里,过金台天气顿热三首,宋,入到船中气鬰蒸出来船外日侵陵绿波欲沸清何在青盖张来似不曾,Neutral,train
陈与义,海棠,宋,红妆翠袖一番新又向园林作好春却笑华清誇睡足只今罗袜久无尘,Implicit Negative,train
白居易,昭德皇后挽歌词,唐,仙去逍遥境诗留窈窕章春归金屋少夜入寿宫长,Implicit Negative,train
陆游,病思六首,宋,杀物求君舌本肥是非岂复待深思即今不足何时足小甑香粳日两炊,Neutral,train
刘克庄,戊午上巳谒何恭人坟三绝,宋,华堂不洎千钟养荒垄空遗四尺封愁绝狐狸潭畔路不知更扫几番松,Implicit Negative,train
萨都剌,过姑熟怀陈行之教授,元,经过姑熟多佳趣卜筑黄花老亦佳白髪故人田负郭青骢游子客为家,Neutral,train
白居易,初冬即事呈梦得,唐,青毡帐暖喜微雪红地炉深宜早寒走笔小诗能和否泼醅新酒试尝看,Implicit Positive,train
李邺嗣,口占呈全完白四首,淸,一盂佳豆一编诗两物相当请易之若说尝来风味好杲堂犹自略便宜,Implicit Positive,train
陆游,饮村店夜归二首,宋,滟滟村醪君勿辞橙椒香美白鹅肥醉中忘却身今老戏逐萤光蹋雨归,Implicit Positive,train
张耒,正月十八日四首,宋,山下书生业读书荻篱葛蔓避人居最怜无奈穷耽酒时遣羸童致一壶,Implicit Negative,train
元稹,寻西明寺僧不在,唐,春来日日到西林飞锡经行不可寻莲池旧是无波水莫逐狂风起浪心,Neutral,train
朱淑真,会魏夫人席上命小鬟妙舞曲终求诗于予以飞雪满群山为韵作五绝,宋,烛花影里粉姿闲一点愁侵两点山不怕带他飞燕妬无言相逐省弓弯,Neutral,train
文天祥,纪事,宋,三宫九庙事方危狼子心肠未可知若使无人折狂虏东南那个是男儿,Implicit Negative,test
杨万里,望谢家青山太白墓二首,宋,阿朓青山自一村州民岁岁与招魂六朝陵墓今安在只有诗仙月下坟,Implicit Negative,train
张耒,宿文殊院呈孙子和二绝,宋,天河初没空明星四听鸡号人欲兴高林有露乍蹄马佛屋无人到晓灯,Neutral,train
苏轼,伯父《送先人下第归蜀》诗云：「人稀野店休安枕路入灵关稳跨驴」安节将去为诵此句因以为韵作小诗十四首送之,宋,我坐名过实讙哗自招损汝幸无人知莫厌家山稳,Neutral,test
韦庄,离筵诉酒,唐,感君情重惜分离送我殷勤酒满卮不是不能判酩酊却忧前路酒醒时,Implicit Negative,train
辛弃疾,再用儒字韵二首,宋,人才长与世相疎若谓无才即厚诬方朔长身无饭吃人间饱死几侏儒,Neutral,train
陆游,感事四首,宋,扪虱当时颇自奇功名远付十年期酒浇不下胸中恨吐向青天未必知,Negative,train
陆游,园中绝句二首,宋,溪北溪南飞白鸥夕阳明处见渔舟凭谁为剪机中素画取天涯一片秋,Implicit Positive,train
黄庭坚,题海首座壁,宋,骑虎度诸岭入鸥同一波香寒明鼻观日永称头陀,Neutral,test
曾巩,离齐州后五首,宋,文犀剡剡穿林笋翠靥田田出水荷正是西亭销暑日却将离恨寄烟波,Implicit Negative,train
刘克庄,荔枝龙眼二绝,宋,味尝不暇更论斤买断何曾敢算缗谱与本经俱过眼食之不老者何人,Neutral,train
李商隐,端居,唐,远书归梦两悠悠只有空床敌素秋阶下青苔与红树雨中寥落月中愁,Negative,train
黄庭坚,从时中乞蒲团,宋,扑屋阴风雪作团织蒲投我最宜寒君当自致青云上快取金狨覆马鞍,Neutral,train
文天祥,出真州,宋,瓜洲相望隔山椒烟树光中扬子桥夜静衔枚莫轻语草间惟恐有鸱鸮,Implicit Negative,train
