title,poet,dynasty,full_text,true_5class,true_5desc,true_3class,pred_3class,correct,is_implicit
四时田园杂兴六十首,范成大,宋,朱门巧夕沸欢声田舍黄昏静掩扃男解牵牛女能织不须徼福渡河星,4,implicit positive（隐性正面）,positive,positive,True,True
回乡偶书二首·其一,贺知章,唐,少小离家老大回乡音无改鬓毛衰儿童相见不相识笑问客从何处来,2,implicit negative（隐性负面）,negative,positive,False,True
对厅口号,陈师道,宋,黄堂窈窕庆佳辰密坐雍容合搢绅广乐充庭如在梦欢声著物似逢春,5,positive（显性正面）,positive,positive,True,False
长门烛,王建,唐,秋夜床前蜡烛微铜壶滴尽晓钟迟残光欲灭还吹著年少宫人未睡时,2,implicit negative（隐性负面）,negative,positive,False,True
田家词（七首）,洪存恕,近现代,田夫田妇尽为佣以藿充肠粳固丰忆得往年秋获半犹忧谷贱大伤农,2,implicit negative（隐性负面）,negative,neutral,False,True
听歌,李涉,唐,飒飒先飞梁上尘朱唇不动翠眉颦愿得春风吹更远直教愁杀满城人,2,implicit negative（隐性负面）,negative,positive,False,True
夏日杂题六首,陆游,宋,午梦初回理旧琴竹炉重炷海南沉茅檐三日萧萧雨又展芭蕉数尺阴,3,neutral（中性）,neutral,negative,False,False
赠梅岩王相士二绝,刘克庄,宋,和靖诗高千古瘦逃禅画妙一生贫劝君别换新标榜莫靠梅花赚杀人,3,neutral（中性）,neutral,negative,False,False
元忠学士八兄耒离京师远蒙追送许惠服丹法托故竟未惠及赋五绝句,张耒,宋,身逐孤舟似断云故人追送尚殷勤秋城夜泊西风岸落叶悲虫独自闻,1,negative（显性负面）,negative,negative,True,False
苕溪舟上怀蔡可泉,王慎中,明,岸花夹水备芳鲜愁思看时倍惨然几欲将愁寄流水苕溪又不到桐川,2,implicit negative（隐性负面）,negative,neutral,False,True
端午五言三首,刘克庄,宋,绮纨贵家子旗鼓少年场屡舞众人醉鲜妆一国狂,3,neutral（中性）,neutral,neutral,True,False
游（一作望）春词,令狐楚,唐,高楼晓见一花开便觉春光四面来暖日晴云知次第东风不用更相催,4,implicit positive（隐性正面）,positive,positive,True,True
春老,白居易,唐,欲随年少强游春自觉风光不属身歌舞屏风花障上几时曾画白头人,2,implicit negative（隐性负面）,negative,positive,False,True
岸树二首,杨万里,宋,岸头树子直如筠谁遣相招住水滨不合镜中贪照影照来照去总斜身,3,neutral（中性）,neutral,positive,False,False
雪中看梅,杨万里,宋,犯雪寻梅雪满衣池边梅映竹边池要寻疎影横斜底拣尽南枝与北枝,3,neutral（中性）,neutral,neutral,True,False
忆洛阳,寇准,宋,金谷春来柳自黄晓烟晴日映宫墙不堪花下听歌处却向长安忆洛阳,2,implicit negative（隐性负面）,negative,positive,False,True
过莺斗湖三首,杨万里,宋,画舫如山水上奔小船似鸭避河滨红旗青盖鸣钲处都是迎来送往人,3,neutral（中性）,neutral,positive,False,False
嫪毐,徐钧,宋,诈腐为阉几十春朝欢暮狎宠无伦休分长信幷文信假父如今又象真,3,neutral（中性）,neutral,neutral,True,False
偶题六绝,李之仪,宋,行人犹未有归期万里初程日暮时唯爱门前双柳树枝枝叶叶不相离,4,implicit positive（隐性正面）,positive,positive,True,True
春归,元好问,元,野杏溪桃三两枝春归也作送春诗东君自爱长安好能住山城得几时,4,implicit positive（隐性正面）,positive,positive,True,True
方竹杖,范成大,宋,竹君个个面团团此士刚方独凛然外貌中心俱壁立任从痴子削教圆,3,neutral（中性）,neutral,positive,False,False
句容道中,王安石,宋,荒烟寒雨暮山重草木冥冥但有风二十四年三往返一身多在百忧中,2,implicit negative（隐性负面）,negative,negative,True,True
夜与张舒话别,李九龄,唐,愁听南楼角又吹晓鸡啼后更分离如何销得凄凉思更劝灯前酒一卮,2,implicit negative（隐性负面）,negative,negative,True,True
投宿震泽僧难之翌日戏成以解,王洋,宋,老将病骨犯烟波厌听蓬窗雨作魔一枕僧房得安梦受恩真是不须多,4,implicit positive（隐性正面）,positive,positive,True,True
淑妃阁端午帖子,夏竦,宋,蕤宾布序逢良月条达延祥记令辰仰奉椒涂宣内治永昭芳誉冠虞嫔,4,implicit positive（隐性正面）,positive,positive,True,True
次韵李得善学录需酒纳妇,周必大,宋,合好须凭曲米春分甘那暇问醨醇遥知北海招嘉客共贺东床得好姻,4,implicit positive（隐性正面）,positive,positive,True,True
附送徐公子挥使东归四首,梁储,明,祠堂坟墓遣君归此意傍人恐未知料得义田经始日是君行李再来时,2,implicit negative（隐性负面）,negative,neutral,False,True
哭稚女雁,屈大均,明,葬汝先人墓道西白杨多处作幽闺若知汝父长相忆莫向黄泉汝母啼,2,implicit negative（隐性负面）,negative,positive,False,True
春残,李清照,宋,春残何事苦思乡病里梳头恨最长梁燕语多终日在蔷薇风细一帘香,1,negative（显性负面）,negative,positive,False,False
醉中信笔作四绝句既成惧观者不知野人本心也复作一绝,陆游,宋,麦野桑村有酒徒过门相觅醉相扶朱门日日教歌舞也有侬家此乐无,4,implicit positive（隐性正面）,positive,neutral,False,True
西风二首,刘克庄,宋,性爱芙蓉淡复秾倚栏日日待西风池边数本无消息愁绝东家半树红,2,implicit negative（隐性负面）,negative,neutral,False,True
和颜持约,陈与义,宋,半篙寒碧秋垂钓一笛西风夜倚楼多少巫山旧家事老来分付水东流,2,implicit negative（隐性负面）,negative,negative,True,True
载酒,王安石,宋,载酒欲寻江上舟出门无路水交流黄昏独倚春风立看却花开触地愁,2,implicit negative（隐性负面）,negative,neutral,False,True
病起荆江亭即事十首,黄庭坚,宋,闭门觅句陈无己对客挥毫秦少游正字不知温饱未西风吹泪古藤州,2,implicit negative（隐性负面）,negative,positive,False,True
清水岩祷晴,陈宓,宋,檐声喧耳历三旬云气低低过一春今日举头逢皎日也知天道总由人,3,neutral（中性）,neutral,neutral,True,False
戏题赠稷山驿吏王全,李商隐,唐,绛台驿吏老风尘耽酒成仙几十春过客不劳询甲子惟书亥字与时人,3,neutral（中性）,neutral,neutral,True,False
寒食相将诸子游翟园得十诗,杨万里,宋,尽忙也到翟园休只见春光不见愁屈折海棠团更密日光下照绣灯毬,4,implicit positive（隐性正面）,positive,positive,True,True
戏题戎州作余真,黄庭坚,宋,前身寒山子后身黄鲁直颇遭俗人恼思欲入石壁,3,neutral（中性）,neutral,negative,False,False
谕亲友,白居易,唐,适情处处皆安乐大抵园林胜市朝烦闹荣华犹易过优闲福禄更难销,3,neutral（中性）,neutral,positive,False,False
中𡼢春祀二首,刘克庄,宋,少者游方老守闾独携鱼菽荐幽墟何时汝辈无行役岁岁为翁策蹇馿,3,neutral（中性）,neutral,negative,False,False
写情二首,张耒,宋,墙外谁家桃李开何由花下一徘徊先教飞絮传愁去却遣游丝取蕊来,3,neutral（中性）,neutral,negative,False,False
素梅五十八首,王冕,明,江北江南寒气重雪花如席蔽天来五更野叟敲门报屋外老梅连夜开,4,implicit positive（隐性正面）,positive,negative,False,True
见梁检法书怀八绝句于广文尉曹处次韵,赵蕃,宋,傥欲昌身诗莫昌折腰也莫叹凄凉上书假传非无例慷慨相期入皂囊,3,neutral（中性）,neutral,positive,False,False
挽秦国夫人,李流谦,宋,鸾衿荣翠栝璇魄媚方流庆袭高华出贤供窈窕求,4,implicit positive（隐性正面）,positive,positive,True,True
别杨校书,王建,唐,从军秣马十三年白发营中听早蝉故作老丞身不避县名昭应管山泉,3,neutral（中性）,neutral,positive,False,False
耕乐诗四首,袁甫,宋,优游无事只耕田顾我归耕子已先可但千仓良足乐不收一粒亦欣然,4,implicit positive（隐性正面）,positive,positive,True,True
残花,韦庄,唐,江头沈醉泥斜晖却向花前恸哭归惆怅一年春又去碧云芳草两依依,2,implicit negative（隐性负面）,negative,neutral,False,True
感咏十解寄呈杨安抚,白玉蟾,宋,玉女鸣珂佩投壶不忆题刘安无复傲殿殿叩星扉,3,neutral（中性）,neutral,positive,False,False
芳草,王安石,宋,芳草知谁种缘阶已数丛无心与时竞何苦绿匆匆,2,implicit negative（隐性负面）,negative,negative,True,True
自贻四首,陆游,宋,痴孙护雀雏馋仆放池鱼怀药问邻疾典衣收旧书,3,neutral（中性）,neutral,neutral,True,False
伤猿,杜牧,唐,独折南园一朵梅重寻幽坎已生苔无端晚吹惊高树似袅长枝欲下来,2,implicit negative（隐性负面）,negative,positive,False,True
试黄权笔为作三绝句,刘才邵,宋,八法森严得者稀管城还伴剡藤悲欲教霜兔魂无恨须写当时颜段碑,3,neutral（中性）,neutral,positive,False,False
忆天竺桂,张九成,宋,湖上北山天竺寺满山桂子月中秋黄英六出非凡种肯许天香过别州,3,neutral（中性）,neutral,positive,False,False
食早荔七首,刘克庄,宋,万株绛翠图难画一种甘滋味鲜知但见美如西子舌断无齼上玉环眉,3,neutral（中性）,neutral,neutral,True,False
从斌老乞苦笋,黄庭坚,宋,南园苦笋味胜肉箨龙称冤莫采录烦君更致苍玉束明日风雨皆成竹,3,neutral（中性）,neutral,positive,False,False
挽张魏公,刘过,宋,背水未成韩信阵明星已陨武侯军平生一点不平气化作祝融峰上云,2,implicit negative（隐性负面）,negative,positive,False,True
蝉,宋祁,宋,晓腹清呼饱露津本求仙蜕远嚣尘貂温范蜜非吾族枉共花冠托此身,3,neutral（中性）,neutral,positive,False,False
分水塘书怀二首,邓云霄,明,两水将分贮一塘潆回惜别恨偏长临流欲寄征人泪南浦阳关各渺茫,2,implicit negative（隐性负面）,negative,negative,True,True
赠刘静翁颂四首,黄庭坚,宋,万缘空处真如佛八面风中不动尊困便横眠饥吃饭十方无壁又无门,3,neutral（中性）,neutral,neutral,True,False
渡头,陆游,宋,苍桧丹枫古渡头小桥横处系孤舟范宽只恐今犹在写出山阴一片秋,3,neutral（中性）,neutral,neutral,True,False
葵花,曹于汴,明,自白自黄还自红赏不加喜折不恫若教著意才倾日花若能言应笑侬,4,implicit positive（隐性正面）,positive,positive,True,True
三月二十五日饮方校书园十绝,刘克庄,宋,伯兄乃汉司徒掾季子亦唐行秘书只愿荆花常烂熳莫令瓜蔓稍稀疎,3,neutral（中性）,neutral,positive,False,False
枨子,欧阳修,宋,嘉树团团俯可攀压枝秋实渐斓斑朱栏碧瓦清霜晓粲粲繁星绿叶间,4,implicit positive（隐性正面）,positive,positive,True,True
贾节庵冒夏暑越修涂过我苕霅情谊甚厚令闻古式无思大节不可复见而骨肉消息访问难真相对殆感慨不能为怀青灯夜语诵少陵夜阑更秉烛相对如梦寐之句意甚惘然其归也儿曹以此为韵赋诗道别余亦作焉衰老拙恶姑写我怀且以卜后期云尔,牟巘,宋,一朝忽在眼喜极生悲酸老泪如撒菽泪尽气亦阑,1,negative（显性负面）,negative,negative,True,False
登楼,韦应物,唐,兹楼日登眺流岁暗蹉跎坐厌淮南守秋山红树多,2,implicit negative（隐性负面）,negative,negative,True,True
次韵和丹阳裴如晦学士寄示与蔡子直陈述古唱酬五篇,苏颂,宋,当年二邑弦歌洽所幸诸生簦蹻随此日毗陵流美化风流应似赞皇时,4,implicit positive（隐性正面）,positive,positive,True,True
春日偶书,寇准,宋,柳岸花塘慵独赏闲门春尽阻闲游少年多故心先老却被人疑似白头,2,implicit negative（隐性负面）,negative,positive,False,True
送王介学士知湖州,王安石,宋,吴兴太守美如何柳恽诗才未足多遥想郡人迎下担白蘋洲渚正沧波,3,neutral（中性）,neutral,positive,False,False
过先墓,何景明,明,愁摧断柳柳还稀泪洒残花花更飞一寸未忘游子线万年难觅老莱衣,1,negative（显性负面）,negative,neutral,False,False
毕节妇诗,唐舟,明,捐生节不负闺门女品寰中第一人佳誉只今传岭海伫看褒诏万年春,4,implicit positive（隐性正面）,positive,positive,True,True
夏园,梅尧臣,宋,夏园甘果熟日觉树林稀休笑道傍李无人摘自肥,3,neutral（中性）,neutral,positive,False,False
进字说二首,王安石,宋,正名百物自轩辕野老何知强讨论但可与人漫醤瓿岂能令鬼哭黄昏,3,neutral（中性）,neutral,neutral,True,False
周尧夫示秋怀诗然公方为贵恙所挠因以箴之,李洪,宋,伐性蛾眉贾祸长何如铅鼎养中央应怜剌剌出门语苦怨寥寥秋夕凉,2,implicit negative（隐性负面）,negative,neutral,False,True
题共乐亭,蔡襄,宋,层峦高与赤霄通节岁欢娱众庶同庭有美音非独乐会当炎暑自多风,5,positive（显性正面）,positive,positive,True,False
小荷,宋祁,宋,踏溪分藕养新荷钿盖斜临瑟瑟波自是天姿不污著水深泥浊奈君何,2,implicit negative（隐性负面）,negative,neutral,False,True
小秦淮曲,冒襄,淸,何处能令客思消沿流出郭到红桥更无丽瞩堪娱悦随苑风光是柳条,3,neutral（中性）,neutral,positive,False,False
入山杂咏二十首,释函可,明,一饱欣欣乐有馀主人犹我我犹渠翻思二十年前事翠幙华堂是客居,4,implicit positive（隐性正面）,positive,positive,True,True
失性,张耒,宋,失性摧颓君子鹤忘羞跳掷沐猴冠须知六合枭鸾杂供与閒人静处看,2,implicit negative（隐性负面）,negative,neutral,False,True
病起戏笔奉答御史王文休,萨都剌,元,江南倦客好清斋炼得身形瘦似梅不到清溪三四日藕花无数水中开,3,neutral（中性）,neutral,neutral,True,False
始平晚（一作晓）息,王勃,唐,观阙长安近江山蜀路赊客行朝复夕无处是乡家,2,implicit negative（隐性负面）,negative,positive,False,True
两生,王安石,宋,两生才器亦超群黑白何劳强自分好与骑奴同一处此时俱事卫将军,3,neutral（中性）,neutral,positive,False,False
二友,陆游,宋,剩储名酒待梅开凈扫虚窗候月来老子幽居得二友人间万事信悠哉,3,neutral（中性）,neutral,positive,False,False
寄亳州秦伯镇兵部,邵雍,宋,三川地正得中阳气入奇葩亦自王善识好花人不远好花无恡十分芳,4,implicit positive（隐性正面）,positive,positive,True,True
窗西桃花盛开,朱淑真,宋,尽是刘郎手自栽刘郎去后几番开东君有意能相顾蛱蝶无情更不来,2,implicit negative（隐性负面）,negative,positive,False,True
